id,employeename,jobtitle,basepay,overtimepay,otherpay,benefits,year,status,total_compensation,is_executive,job_level
1331,Employee_1331,SENIOR CLERK,113562.16,0.0,1973.14,30029.36,2019,FT,115535.30001464844,False,Medium
1332,Employee_1332,SENIOR ENGINEER,73550.13,0.0,1855.96,24606.93,2020,FT,75406.0899609375,False,Medium
1333,Employee_1333,ELECTRICAL TRANSIT SYSTEM MECHANIC,60447.95,6527.07,79.04,26592.39,2023,FT,67054.06000091552,False,Standard
1334,Employee_1334,ANIMAL CARE ATTENDANT,54013.27,760.36,1683.55,,2023,FT,56457.18004882812,False,Standard
1336,Employee_1336,CHIEF INVESTMENT OFFICER,167686.89,15174.95,288.33,59916.54,2021,FT,183150.1699865723,True,High
1338,Employee_1338,CUSTODIAN,44575.02,0.0,883.84,11734.59,2020,PT,45458.860026855466,False,Standard
1340,Employee_1340,ELECTRICAL TRANSIT SYSTEM MECHANIC,77891.99,4765.86,727.2,29867.77,2021,PT,83385.05001220704,False,Medium
1341,Employee_1341,ASSISTANT DEPUTY CHIEF 2,192388.19,0.0,845.5,68714.24,2019,PT,193233.69,True,High
1342,Employee_1342,REGISTERED NURSE,77874.5,2100.56,963.5,22057.83,2021,FT,80938.56,False,Medium
1343,Employee_1343,REGISTERED NURSE,62262.07,0.0,1613.32,24661.76,2021,PT,63875.38994628906,False,Standard
1344,Employee_1344,DIRECTOR OF PUBLIC WORKS,145050.25,0.0,5097.82,44795.28,2020,FT,150148.06982421875,True,High
1345,Employee_1345,POLICE OFFICER 3,65210.03,2480.43,5747.76,18929.53,2020,PT,73438.21976562499,False,Standard
1346,Employee_1346,CHIEF INVESTMENT OFFICER,112381.73,441.04,8016.39,31718.24,2021,FT,120839.16013671874,True,Medium
1347,Employee_1347,RECREATION LEADER,50830.82,0.0,2874.72,,2019,FT,53705.539970703125,False,Standard
1348,Employee_1348,ASSISTANT MEDICAL EXAMINER,98168.98,1686.06,567.65,25707.94,2019,FT,100422.69002441406,False,Medium
1349,Employee_1349,SENIOR ENGINEER,24980.59,1315.49,4095.46,,2022,FT,30391.5399609375,False,Standard
1350,Employee_1350,DIRECTOR OF PUBLIC WORKS,146127.21,11494.31,637.91,60118.57,2020,FT,158259.42997314452,True,High
1351,Employee_1351,SPECIAL NURSE,60725.1,4256.61,4582.36,17530.56,2022,FT,69564.06986328124,False,Standard
1352,Employee_1352,ELECTRICAL TRANSIT SYSTEM MECHANIC,61793.19,5369.58,2621.34,25924.94,2021,FT,69784.11008789063,False,Standard
1353,Employee_1353,CHIEF OF POLICE,186923.35,0.0,6737.61,,2021,FT,193660.95986328126,True,High
1354,Employee_1354,ACCOUNTANT INTERN,55717.38,1621.2,5128.15,15901.23,2021,FT,62466.729902343744,False,Standard
1355,Employee_1355,FIREFIGHTER,56398.62,0.0,5183.05,26841.59,2021,FT,61581.6698046875,False,Standard
1356,Employee_1356,CHIEF OF POLICE,121305.81,362.88,764.39,48956.59,2023,FT,122433.08001464844,True,Medium
1357,Employee_1357,GENERAL LABORER,78276.95,0.0,1707.62,29559.72,2023,FT,79984.56999511718,False,Medium
1358,Employee_1358,REGISTERED NURSE,61162.88,0.0,1084.24,20280.33,2020,FT,62247.11999023437,False,Standard
1359,Employee_1359,REGISTERED NURSE,38522.82,0.0,2517.68,15707.16,2022,FT,41040.499931640625,False,Standard
1361,Employee_1361,SPECIAL NURSE,95626.68,6331.75,4236.16,,2019,FT,106194.59015625,False,Medium
1362,Employee_1362,SPECIAL NURSE,71495.54,1144.07,964.92,20877.78,2022,FT,73604.52998291016,False,Standard
1363,Employee_1363,GENERAL LABORER,79021.75,5621.77,5913.78,29601.52,2021,FT,90557.29978515625,False,Medium
1364,Employee_1364,FIREFIGHTER,64771.58,0.0,108.9,19850.09,2023,PT,64880.48000152588,False,Standard
1365,Employee_1365,ASSISTANT DEPUTY CHIEF 2,102258.08,0.0,3514.4,,2021,FT,105772.47990234375,True,Medium
1366,Employee_1366,TRANSIT OPERATOR,103551.39,4293.63,5022.11,31229.06,2023,FT,112867.12986328125,False,Medium
1367,Employee_1367,CUSTODIAN,66236.16,4427.59,1835.68,27317.27,2019,FT,72499.43005371094,False,Standard
1368,Employee_1368,SENIOR CLERK,79472.38,4983.28,1412.67,30547.85,2019,FT,85868.33004394532,False,Medium
1369,Employee_1369,CHIEF INVESTMENT OFFICER,165461.13,0.0,2618.37,50373.13,2023,FT,168079.5001171875,True,High
1372,Employee_1372,GENERAL LABORER,70204.93,0.0,3742.55,19734.88,2019,FT,73947.48004882812,False,Standard
1373,Employee_1373,SENIOR CLERK,91007.02,0.0,3649.68,32545.03,2020,FT,94656.69993164063,False,Medium
1374,Employee_1374,ELECTRICAL TRANSIT SYSTEM MECHANIC,75192.23,5943.64,372.26,21707.46,2023,FT,81508.13000976562,False,Medium
1377,Employee_1377,CHIEF INVESTMENT OFFICER,40390.06,2320.43,6686.41,12540.43,2020,FT,49396.90015625,True,Standard
1378,Employee_1378,SENIOR ENGINEER,99483.77,1136.69,2207.69,38899.83,2020,FT,102828.14994140626,False,Medium
1379,Employee_1379,CHIEF OF POLICE,127363.68,0.0,960.68,39156.65,2019,FT,128324.35999267577,True,Medium
1380,Employee_1380,ASSISTANT DEPUTY CHIEF 2,127564.2,4113.17,1956.62,40283.28,2023,PT,133633.98999511718,True,Medium
1381,Employee_1381,CHIEF INVESTMENT OFFICER,134854.1,5060.62,190.5,37519.21,2023,FT,140105.22,True,Medium
1382,Employee_1382,DEPUTY SHERIFF,69426.43,1100.62,2040.29,25330.6,2019,FT,72567.34003906249,False,Standard
1383,Employee_1383,GENERAL LABORER,68947.76,3905.33,413.73,22259.85,2020,FT,73266.82001098632,False,Standard
1384,Employee_1384,SOCIAL WORKER,82260.88,3291.52,5432.74,33978.33,2021,FT,90985.14023437501,False,Medium
1385,Employee_1385,ELECTRICAL TRANSIT SYSTEM MECHANIC,59158.38,0.0,2680.7,21309.3,2020,PT,61839.07995117187,False,Standard
1386,Employee_1386,FIREFIGHTER,51046.27,1622.05,611.27,20352.1,2022,FT,53279.59001953125,False,Standard
1387,Employee_1387,ASSISTANT DEPUTY CHIEF 2,234856.13,2335.58,1599.25,,2020,FT,238790.96,True,High
1388,Employee_1388,CUSTODIAN,55682.85,0.0,5659.1,22505.85,2019,PT,61341.95009765625,False,Standard
1389,Employee_1389,SOCIAL WORKER,72002.86,0.0,4726.61,27199.13,2020,FT,76729.46986328125,False,Medium
1390,Employee_1390,ACCOUNTANT INTERN,40086.79,12783.56,1416.31,,2021,PT,54286.66005859375,False,Standard
1391,Employee_1391,CUSTODIAN,72329.37,0.0,41.96,25568.87,2019,PT,72371.32999908447,False,Standard
1392,Employee_1392,ASSISTANT DEPUTY CHIEF 2,92403.88,0.0,3424.37,,2023,FT,95828.2501171875,True,Medium
1393,Employee_1393,CHIEF INVESTMENT OFFICER,110070.97,12326.33,3060.1,31490.5,2019,FT,125457.40009765625,True,Medium
1394,Employee_1394,SENIOR ENGINEER,118171.68,8037.92,1151.14,,2019,FT,127360.74001464843,False,Medium
1395,Employee_1395,FIREFIGHTER,79440.19,1282.79,4247.38,24583.96,2021,PT,84970.3598828125,False,Medium
1397,Employee_1397,HEAD LIBRARIAN,51863.85,0.0,5911.48,18310.49,2020,FT,57775.32998046875,True,Standard
1398,Employee_1398,HEAD LIBRARIAN,160106.86,4387.41,3588.35,42601.11,2020,PT,168082.62009765624,True,High
1399,Employee_1399,TRANSIT OPERATOR,46162.37,0.0,1395.77,11997.39,2019,PT,47558.14001953125,False,Standard
1401,Employee_1401,RECREATION LEADER,90430.88,0.0,360.62,22968.79,2020,FT,90791.49999511719,False,Medium
1402,Employee_1402,DEPUTY SHERIFF,81546.65,3059.25,2479.63,23500.87,2019,FT,87085.5298828125,False,Medium
1403,Employee_1403,CUSTODIAN,52900.3,12016.29,1388.07,22137.54,2020,PT,66304.65994628906,False,Standard
1404,Employee_1404,CUSTODIAN,73031.8,0.0,1436.47,23088.21,2023,PT,74468.26997070313,False,Standard
1405,Employee_1405,POLICE OFFICER 3,60581.57,2137.7,2182.78,25773.4,2020,PT,64902.05002929687,False,Standard
1406,Employee_1406,POLICE OFFICER 3,70580.79,1090.01,3647.07,27965.84,2023,PT,75317.87006835936,False,Medium
1407,Employee_1407,GENERAL LABORER,65002.55,2197.88,2858.71,19057.23,2020,FT,70059.13996093751,False,Standard
1408,Employee_1408,SOCIAL WORKER,29227.79,0.0,2316.61,9858.21,2019,FT,31544.400107421876,False,Standard
1409,Employee_1409,TRANSIT OPERATOR,92435.68,8002.4,2812.2,32487.25,2020,FT,103250.27995117186,False,Medium
1410,Employee_1410,DEPUTY SHERIFF,68377.86,0.0,143.24,20852.17,2020,FT,68521.10000549316,False,Standard
1411,Employee_1411,SPECIAL NURSE,60303.99,4314.2,2551.98,21785.87,2019,FT,67170.16998046875,False,Standard
1412,Employee_1412,ASSISTANT DEPUTY CHIEF 2,105828.22,7337.43,9615.52,43032.49,2021,FT,122781.16953125,True,Medium
1413,Employee_1413,DEPUTY SHERIFF,77169.19,0.0,5523.7,28622.78,2020,FT,82692.8901953125,False,Medium
1414,Employee_1414,ANIMAL CARE ATTENDANT,52124.87,0.0,1134.77,16167.76,2022,FT,53259.64001953125,False,Standard
1415,Employee_1415,DIRECTOR OF PUBLIC WORKS,42324.03,1905.44,429.88,15887.87,2021,PT,44659.350004882814,True,Standard
1416,Employee_1416,ANIMAL CARE ATTENDANT,78142.6,7194.41,6581.32,26970.93,2021,FT,91918.32982421876,False,Medium
1417,Employee_1417,HEAD LIBRARIAN,120573.09,0.0,5206.08,47207.46,2021,FT,125779.170078125,True,Medium
1418,Employee_1418,SENIOR CLERK,85809.57,12224.78,4359.82,40410.45,2019,FT,102394.16982421876,False,Medium
1419,Employee_1419,SOCIAL WORKER,47041.94,3370.86,368.52,14940.4,2022,FT,50781.319989013675,False,Standard
1420,Employee_1420,CHIEF OF POLICE,129201.68,0.0,2295.12,48351.81,2019,FT,131496.8001171875,True,Medium
1421,Employee_1421,ACCOUNTANT INTERN,40709.35,4342.77,1465.8,17305.31,2022,FT,46517.92004882812,False,Standard
1423,Employee_1423,DIRECTOR OF PUBLIC WORKS,93476.27,0.0,1731.98,25055.2,2022,FT,95208.24998046875,True,Medium
1424,Employee_1424,ASSISTANT MEDICAL EXAMINER,86878.78,4884.94,4074.78,35261.6,2021,FT,95838.50002929688,False,Medium
1425,Employee_1425,DEPUTY SHERIFF,62747.78,0.0,2259.33,,2020,PT,65007.110078125,False,Standard
1426,Employee_1426,RECREATION LEADER,61042.67,4056.52,4900.28,19684.6,2023,FT,69999.46978515625,False,Standard
1427,Employee_1427,ASSISTANT MEDICAL EXAMINER,109093.85,8028.91,3108.73,41359.34,2020,FT,120231.48998046876,False,Medium
1428,Employee_1428,SOCIAL WORKER,77049.25,617.65,4486.39,25922.71,2021,FT,82153.29013671874,False,Medium
1429,Employee_1429,DEPUTY SHERIFF,76779.89,1561.72,4269.05,21737.83,2022,FT,82610.6598046875,False,Medium
1430,Employee_1430,ANIMAL CARE ATTENDANT,62605.99,1224.53,1703.04,26052.95,2023,PT,65533.5600390625,False,Standard
1431,Employee_1431,SENIOR CLERK,75494.34,11412.87,906.94,25176.25,2023,FT,87814.1500024414,False,Medium
1432,Employee_1432,POLICE OFFICER 3,26271.87,3754.5,5238.71,11519.15,2019,FT,35265.079960937495,False,Standard
1433,Employee_1433,POLICE OFFICER 3,89374.81,4474.6,7641.59,,2023,FT,101490.99984375,False,Medium
1434,Employee_1434,ASSISTANT DEPUTY CHIEF 2,142139.15,1356.18,1507.29,38753.89,2019,FT,145002.6200390625,True,Medium
1436,Employee_1436,REGISTERED NURSE,67255.47,0.0,3864.91,24696.08,2023,FT,71120.37991210938,False,Standard
1437,Employee_1437,ELECTRICAL TRANSIT SYSTEM MECHANIC,84722.89,7887.16,4590.69,31499.16,2022,PT,97200.73994140625,False,Medium
1438,Employee_1438,HEAD LIBRARIAN,58358.7,8121.2,349.43,22003.52,2023,FT,66829.32999267578,True,Standard
1439,Employee_1439,CUSTODIAN,58202.37,7637.38,10875.0,30165.72,2020,FT,76714.75,False,Medium
1440,Employee_1440,CHIEF INVESTMENT OFFICER,85093.1,4281.46,218.21,34639.67,2020,FT,89592.77000671388,True,Medium
1442,Employee_1442,CHIEF OF POLICE,157523.6,2770.08,4245.1,50235.8,2020,FT,164538.78009765624,True,High
1443,Employee_1443,ACCOUNTANT INTERN,25946.15,355.18,1084.79,8969.38,2022,PT,27386.1200390625,False,Standard
1444,Employee_1444,SENIOR CLERK,51642.2,2387.22,2696.43,22009.42,2021,FT,56725.84993164062,False,Standard
1445,Employee_1445,REGISTERED NURSE,67353.09,0.0,4314.14,26694.93,2022,FT,71667.23013671875,False,Standard
1446,Employee_1446,TRANSIT OPERATOR,60551.2,4079.18,1324.24,20312.2,2021,FT,65954.61999023438,False,Standard
1447,Employee_1447,ACCOUNTANT INTERN,43512.36,0.0,4513.95,18390.79,2020,FT,48026.3101953125,False,Standard
1448,Employee_1448,CHIEF INVESTMENT OFFICER,196011.44,3583.44,4447.87,62584.74,2019,FT,204042.7501171875,True,High
1449,Employee_1449,SENIOR ENGINEER,99126.04,758.32,3789.02,30135.67,2021,FT,103673.38001953125,False,Medium
1450,Employee_1450,REGISTERED NURSE,79496.33,4473.55,1950.58,29340.45,2023,PT,85920.45995605469,False,Medium
1451,Employee_1451,CUSTODIAN,56159.7,1397.0,1524.82,17924.46,2023,FT,59081.51994628906,False,Standard
1452,Employee_1452,TRANSIT OPERATOR,84445.48,10543.44,1769.64,33223.13,2020,FT,96758.56001464844,False,Medium
1453,Employee_1453,SPECIAL NURSE,62391.34,0.0,2528.19,20219.36,2021,FT,64919.52994140625,False,Standard
1454,Employee_1454,DEPUTY SHERIFF,64333.14,8177.99,3628.15,28123.21,2022,FT,76139.27990234375,False,Medium
1455,Employee_1455,DIRECTOR OF PUBLIC WORKS,139774.07,0.0,2507.71,55937.6,2022,FT,142281.7799609375,True,Medium
1456,Employee_1456,SPECIAL NURSE,37420.05,4412.43,1709.6,12650.99,2019,FT,43542.07997558594,False,Standard
1457,Employee_1457,CHIEF INVESTMENT OFFICER,183493.0,3456.05,1889.88,61656.2,2021,FT,188838.9300048828,True,High
1458,Employee_1458,SENIOR CLERK,95742.12,3413.74,1000.98,35922.74,2019,FT,100156.83998046875,False,Medium
1459,Employee_1459,DEPUTY SHERIFF,95618.88,3351.27,1064.46,27387.26,2019,FT,100034.60996093751,False,Medium
1461,Employee_1461,ANIMAL CARE ATTENDANT,51536.7,6291.78,2660.36,20411.7,2019,PT,60488.84010742187,False,Standard
1462,Employee_1462,CUSTODIAN,46762.0,0.0,5108.14,,2020,FT,51870.14013671875,False,Standard
1463,Employee_1463,TRANSIT OPERATOR,75005.95,0.0,1646.55,29145.92,2021,PT,76652.50004882812,False,Medium
1464,Employee_1464,SPECIAL NURSE,71319.67,7434.49,3621.75,25866.46,2022,FT,82375.91,False,Medium
1465,Employee_1465,RECREATION LEADER,60711.76,9445.57,4017.03,20508.68,2021,FT,74174.36002929688,False,Standard
1466,Employee_1466,REGISTERED NURSE,49718.62,585.01,25.44,,2019,FT,50329.07000053406,False,Standard
1467,Employee_1467,HEAD LIBRARIAN,67002.11,0.0,993.2,25010.44,2022,FT,67995.31001220703,True,Standard
1468,Employee_1468,ELECTRICAL TRANSIT SYSTEM MECHANIC,69030.32,0.0,1158.91,27398.89,2023,FT,70189.2300341797,False,Standard
1469,Employee_1469,ANIMAL CARE ATTENDANT,60688.26,13282.76,2218.3,23370.12,2023,FT,76189.32004882813,False,Medium
1470,Employee_1470,SPECIAL NURSE,56287.86,0.0,5195.54,16097.84,2022,FT,61483.4000390625,False,Standard
1471,Employee_1471,SOCIAL WORKER,100941.79,1466.62,4798.21,28422.99,2021,FT,107206.61996093749,False,Medium
1472,Employee_1472,ASSISTANT MEDICAL EXAMINER,68353.49,0.0,6758.57,26151.9,2023,FT,75112.05982421876,False,Medium
1473,Employee_1473,SENIOR CLERK,124021.12,0.0,7183.88,40097.92,2021,FT,131204.9998828125,False,Medium
1474,Employee_1474,FIREFIGHTER,59334.96,7345.96,4137.62,22231.34,2019,FT,70818.5401171875,False,Standard
1475,Employee_1475,CHIEF INVESTMENT OFFICER,134811.95,0.0,1580.86,41145.52,2023,PT,136392.80998535157,True,Medium
1476,Employee_1476,CUSTODIAN,68890.48,12613.24,3424.57,27162.68,2020,PT,84928.29006835938,False,Medium
1477,Employee_1477,CHIEF OF POLICE,64885.6,5445.52,3895.79,,2023,FT,74226.9100390625,True,Standard
1478,Employee_1478,ELECTRICAL TRANSIT SYSTEM MECHANIC,98566.77,8858.71,79.25,35602.44,2020,PT,107504.73000000001,False,Medium
1479,Employee_1479,FIREFIGHTER,67296.93,1469.97,532.46,19032.11,2023,FT,69299.36002197265,False,Standard
1480,Employee_1480,ELECTRICAL TRANSIT SYSTEM MECHANIC,84928.36,1175.66,1350.21,28308.35,2021,FT,87454.2299609375,False,Medium
1481,Employee_1481,POLICE OFFICER 3,54959.43,9541.92,3147.71,,2021,FT,67649.0599609375,False,Standard
1482,Employee_1482,TRANSIT OPERATOR,66703.11,6501.29,2455.96,25108.69,2020,FT,75660.3599609375,False,Medium
1483,Employee_1483,CUSTODIAN,52662.95,0.0,1776.59,14513.61,2023,FT,54439.53996582031,False,Standard
1484,Employee_1484,REGISTERED NURSE,94719.97,0.0,2003.89,26408.43,2019,FT,96723.86001464844,False,Medium
1485,Employee_1485,ELECTRICAL TRANSIT SYSTEM MECHANIC,76228.19,514.01,5596.24,27133.53,2021,PT,82338.440234375,False,Medium
1488,Employee_1488,TRANSIT OPERATOR,93126.83,0.0,4444.63,29848.35,2020,FT,97571.4598828125,False,Medium
1489,Employee_1489,REGISTERED NURSE,85306.85,3104.6,4858.03,26405.54,2022,FT,93269.47978515626,False,Medium
1490,Employee_1490,CHIEF OF POLICE,74817.82,7295.14,207.79,28685.42,2020,PT,82320.74999328614,True,Medium
1491,Employee_1491,DEPUTY SHERIFF,56086.42,5202.4,1442.31,19389.32,2019,FT,62731.13005859375,False,Standard
1492,Employee_1492,CHIEF OF POLICE,89860.03,0.0,3145.98,25450.34,2019,FT,93006.00998046875,True,Medium
1493,Employee_1493,TRANSIT OPERATOR,84550.67,4677.84,2317.3,33992.91,2022,FT,91545.81004882812,False,Medium
1494,Employee_1494,CUSTODIAN,73413.04,6955.55,883.64,25575.26,2020,FT,81252.23001464843,False,Medium
1495,Employee_1495,ELECTRICAL TRANSIT SYSTEM MECHANIC,42189.75,2014.8,1283.45,17615.71,2020,FT,45487.99995117188,False,Standard
1496,Employee_1496,SENIOR CLERK,86092.65,0.0,1626.23,24474.46,2022,FT,87718.87998046874,False,Medium
1497,Employee_1497,ASSISTANT DEPUTY CHIEF 2,72211.96,10289.59,2557.12,32445.85,2020,FT,85058.6701171875,True,Medium
1498,Employee_1498,ANIMAL CARE ATTENDANT,68936.87,316.61,1260.66,26258.51,2020,PT,70514.14003417968,False,Standard
1499,Employee_1499,SENIOR CLERK,47960.31,12107.11,8665.98,18254.72,2020,FT,68733.40046875,False,Standard
1500,Employee_1500,RECREATION LEADER,80576.55,12666.85,3113.33,31773.84,2020,FT,96356.73007812501,False,Medium
1501,Employee_1501,ASSISTANT DEPUTY CHIEF 2,139606.65,8516.71,2484.44,52419.41,2022,FT,150607.79994140624,True,High
1503,Employee_1503,FIREFIGHTER,86957.47,9117.76,1091.67,29979.82,2023,FT,97166.90004394531,False,Medium
1504,Employee_1504,CUSTODIAN,61541.71,10473.01,2285.76,29094.31,2022,FT,74300.48000976563,False,Standard
1505,Employee_1505,DIRECTOR OF PUBLIC WORKS,146814.38,0.0,4308.78,53667.33,2019,FT,151123.15978515625,True,High
1507,Employee_1507,ACCOUNTANT INTERN,50750.55,11041.37,6153.39,,2020,FT,67945.31013671876,False,Standard
1508,Employee_1508,CHIEF OF POLICE,137993.13,0.0,4533.06,53536.61,2021,FT,142526.19005859375,True,Medium
1509,Employee_1509,SOCIAL WORKER,26835.01,1455.07,526.7,10340.75,2020,FT,28816.78001220703,False,Standard
1510,Employee_1510,ASSISTANT MEDICAL EXAMINER,69256.78,0.0,6425.17,26254.97,2023,PT,75681.949921875,False,Medium
1511,Employee_1511,GENERAL LABORER,49594.73,0.0,4736.08,20810.29,2020,FT,54330.810078125,False,Standard
1512,Employee_1512,FIREFIGHTER,72026.14,0.0,3621.54,25872.37,2021,FT,75647.6800390625,False,Medium
1513,Employee_1513,SENIOR ENGINEER,62978.85,10534.82,5699.65,20697.91,2019,FT,79213.31990234375,False,Medium
1514,Employee_1514,CUSTODIAN,78484.96,5266.66,3749.67,29521.58,2023,FT,87501.28992187501,False,Medium
1515,Employee_1515,DEPUTY SHERIFF,70386.55,11484.56,4386.83,22895.04,2023,FT,86257.940078125,False,Medium
1516,Employee_1516,ACCOUNTANT INTERN,98007.32,10801.61,5193.11,44733.85,2022,FT,114002.03986328126,False,Medium
1517,Employee_1517,CHIEF OF POLICE,126242.44,0.0,23.9,43814.46,2020,FT,126266.33999961853,True,Medium
1518,Employee_1518,SPECIAL NURSE,54627.14,10020.45,9887.71,24846.11,2019,PT,74535.2999609375,False,Standard
1519,Employee_1519,CHIEF OF POLICE,117112.11,2634.63,2589.05,34214.04,2022,FT,122335.79004882813,True,Medium
1520,Employee_1520,SENIOR CLERK,56049.85,8580.0,4578.31,22656.33,2021,PT,69208.16005859376,False,Standard
1521,Employee_1521,SOCIAL WORKER,78122.75,0.0,3143.82,24492.09,2023,FT,81266.57006835938,False,Medium
1523,Employee_1523,FIREFIGHTER,119383.92,0.0,5494.99,42541.43,2021,FT,124878.910234375,False,Medium
1524,Employee_1524,POLICE OFFICER 3,57563.28,0.0,3643.83,19885.95,2023,FT,61207.110078125,False,Standard
1525,Employee_1525,DIRECTOR OF PUBLIC WORKS,109894.98,0.0,206.23,31699.37,2023,FT,110101.20999572753,True,Medium
1526,Employee_1526,TRANSIT OPERATOR,58484.83,0.0,6507.36,21373.43,2021,FT,64992.18986328125,False,Standard
1527,Employee_1527,CUSTODIAN,74242.27,0.0,4818.35,25240.46,2019,PT,79060.62009765625,False,Medium
1528,Employee_1528,REGISTERED NURSE,77633.81,6105.48,483.76,31810.19,2019,FT,84223.05000976562,False,Medium
1529,Employee_1529,TRANSIT OPERATOR,68932.5,0.0,1543.86,27073.54,2021,PT,70476.35998535156,False,Standard
1530,Employee_1530,ACCOUNTANT INTERN,91726.52,10295.61,3550.75,38416.64,2021,FT,105572.88,False,Medium
1531,Employee_1531,SPECIAL NURSE,57660.41,794.86,907.21,17686.81,2019,FT,59362.48002197266,False,Standard
1532,Employee_1532,TRANSIT OPERATOR,89723.48,4720.97,996.8,24405.61,2019,PT,95441.24998779297,False,Medium
1533,Employee_1533,ACCOUNTANT INTERN,80769.96,6671.28,2110.18,34817.63,2022,FT,89551.41993164063,False,Medium
1534,Employee_1534,POLICE OFFICER 3,69759.4,1598.6,1197.4,28935.23,2022,PT,72555.40002441406,False,Standard
1535,Employee_1535,RECREATION LEADER,63701.27,0.0,4698.3,18403.12,2019,FT,68399.56980468749,False,Standard
1536,Employee_1536,TRANSIT OPERATOR,118533.36,4893.75,2717.4,44509.13,2021,FT,126144.50990234375,False,Medium
1537,Employee_1537,POLICE OFFICER 3,53659.83,8733.07,3966.7,20821.78,2019,PT,66359.59995117187,False,Standard
1538,Employee_1538,REGISTERED NURSE,75958.66,5164.62,979.12,22354.68,2022,FT,82102.39999511719,False,Medium
1539,Employee_1539,ASSISTANT MEDICAL EXAMINER,54995.62,6258.43,3314.75,25809.13,2023,FT,64568.8,False,Standard
1540,Employee_1540,HEAD LIBRARIAN,158568.62,205.65,2945.33,63068.11,2023,FT,161719.600078125,True,High
1541,Employee_1541,SENIOR CLERK,114057.48,215.37,3279.07,46714.11,2021,FT,117551.92006835937,False,Medium
1542,Employee_1542,DEPUTY SHERIFF,56433.0,11346.38,1333.08,,2022,FT,69112.45995605469,False,Standard
1543,Employee_1543,SPECIAL NURSE,80251.9,7813.06,1224.8,28911.01,2023,FT,89289.76004882812,False,Medium
1544,Employee_1544,ASSISTANT DEPUTY CHIEF 2,135277.05,2137.79,1947.71,53566.24,2022,FT,139362.5499609375,True,Medium
1545,Employee_1545,FIREFIGHTER,59667.5,5085.18,32.45,22757.32,2021,FT,64785.13000076294,False,Standard
1546,Employee_1546,DIRECTOR OF PUBLIC WORKS,144777.58,10242.66,3129.37,49847.22,2022,FT,158149.6101171875,True,High
1547,Employee_1547,ASSISTANT MEDICAL EXAMINER,77786.11,556.36,1843.74,26261.32,2021,FT,80186.20999023438,False,Medium
1548,Employee_1548,RECREATION LEADER,74313.97,9766.17,4468.02,22649.76,2023,FT,88548.16001953125,False,Medium
1549,Employee_1549,CHIEF OF POLICE,124490.89,0.0,4895.28,44214.82,2021,PT,129386.16978515625,True,Medium
1550,Employee_1550,TRANSIT OPERATOR,78621.09,0.0,1243.34,,2023,PT,79864.42996582031,False,Medium
1551,Employee_1551,DEPUTY SHERIFF,74587.75,14098.29,3556.75,23099.35,2019,FT,92242.79000000001,False,Medium
1552,Employee_1552,RECREATION LEADER,71181.87,0.0,269.93,,2019,FT,71451.79999267578,False,Standard
1553,Employee_1553,ASSISTANT DEPUTY CHIEF 2,102923.43,6029.63,1706.93,36263.11,2019,FT,110659.99005371094,True,Medium
1554,Employee_1554,HEAD LIBRARIAN,155812.99,6791.74,329.46,54443.59,2021,FT,162934.18999145506,True,High
1555,Employee_1555,SENIOR CLERK,63689.08,9774.13,1163.87,22500.28,2022,FT,74627.0799951172,False,Standard
1557,Employee_1557,SOCIAL WORKER,63595.19,3006.07,9290.91,27438.06,2019,PT,75892.17015625001,False,Medium
1558,Employee_1558,ANIMAL CARE ATTENDANT,105190.95,3992.7,535.44,31427.8,2023,FT,109719.0900024414,False,Medium
1559,Employee_1559,CHIEF INVESTMENT OFFICER,93474.63,0.0,1991.58,33096.86,2022,FT,95466.20995605469,True,Medium
1560,Employee_1560,RECREATION LEADER,55294.73,3569.45,1936.11,20299.52,2022,FT,60800.28998535156,False,Standard
1562,Employee_1562,DEPUTY SHERIFF,76469.3,2511.08,4624.23,28303.79,2021,FT,83604.60998046875,False,Medium
1563,Employee_1563,DEPUTY SHERIFF,42538.99,13052.11,4417.2,21258.29,2019,PT,60008.3001953125,False,Standard
1564,Employee_1564,ACCOUNTANT INTERN,60429.43,2376.63,6079.39,,2019,FT,68885.45013671875,False,Standard
1565,Employee_1565,ASSISTANT DEPUTY CHIEF 2,48514.83,5319.26,717.98,18200.14,2023,PT,54552.069980468754,True,Standard
1566,Employee_1566,SENIOR CLERK,97250.96,919.02,1092.75,31308.62,2020,FT,99262.73000000001,False,Medium
1567,Employee_1567,CHIEF INVESTMENT OFFICER,107992.27,6743.31,7129.64,38327.24,2022,FT,121865.22013671875,True,Medium
1568,Employee_1568,DIRECTOR OF PUBLIC WORKS,68406.07,9616.68,3898.18,26513.29,2022,FT,81920.92993164062,True,Medium
1569,Employee_1569,ACCOUNTANT INTERN,91712.19,9033.19,4657.67,33498.32,2020,FT,105403.049921875,False,Medium
1570,Employee_1570,CHIEF INVESTMENT OFFICER,78923.99,0.0,3364.46,25991.11,2020,FT,82288.4499609375,True,Medium
1571,Employee_1571,SPECIAL NURSE,85938.87,3672.31,254.91,25302.29,2022,FT,89866.0900036621,False,Medium
1572,Employee_1572,GENERAL LABORER,55979.18,0.0,4694.52,21765.21,2019,FT,60673.70001953125,False,Standard
1573,Employee_1573,SENIOR ENGINEER,132640.86,358.82,3224.57,36772.77,2021,FT,136224.25006835937,False,Medium
